Dist.,Customer,Document Amount,Type,Bank Key,Validate On
FSL,12355461496,36080,Phyical Collections,HBL,8/2/2024
DAY,12355461497,5000,Phyical Collections,HBL,8/2/2024
DAY,12355461498,15500,Phyical Collections,UBL,8/2/2024
SHJ,12355461499,117500,Phyical Collections,UBL,8/2/2024
KWL,12355461500,80000,Phyical Collections,MBL,8/2/2024
TTS,12355461501,17465,Phyical Collections,HBL,8/2/2024
TTS,12355461502,18000,Phyical Collections,HBL,8/2/2024
SHP,12355461503,2197.3,Phyical Collections,ABL,8/1/2024
LHR,12355461504,968.2,Phyical Collections,BAL,8/2/2024
SHP,12355461505,132.03,Phyical Collections,ABL,8/1/2024
APE,12355461506,58550,Phyical Collections,ABL,8/1/2024
DGK,12355461507,29180,Phyical Collections,BOP,8/1/2024
DIK,12355461508,47000,Phyical Collections,UBL,8/1/2024
DIK,12355461509,35500,Phyical Collections,UBL,8/1/2024
DRK,12355461510,46652,Phyical Collections,MCB,8/1/2024
HSP,12355461511,11800,Phyical Collections,MBL,8/1/2024
HRN,12355461512,23444,Phyical Collections,ABL,8/1/2024
HY2,12355461513,27000,Phyical Collections,HBL,8/1/2024
JHG,12355461514,3457,Phyical Collections,MCB,8/1/2024
JRW,12355461515,66,Phyical Collections,HBL,8/1/2024
KAS,12355461516,90000,Phyical Collections,BOP,8/1/2024
KAS,12355461517,19000,Phyical Collections,HBL,8/1/2024
KAS,12355461518,16500,Phyical Collections,HBL,8/1/2024
KAS,12355461519,26000,Phyical Collections,ABL,8/1/2024
KAS,12355461520,11750,Phyical Collections,ABL,8/1/2024
KAS,12355461521,5900,Phyical Collections,BOP,8/1/2024
KAS,12355461522,11800,Phyical Collections,HMB,8/1/2024
KAS,12355461523,7100,Phyical Collections,ABL,8/1/2024
KAD,12355461524,7020,Phyical Collections,UBL,8/1/2024
DIK,12355461525,8600,Phyical Collections,ASK,8/1/2024
DIK,12355461526,9070,Phyical Collections,MCB,8/1/2024
LHR,12355461527,17750,Phyical Collections,MCB,8/1/2024
LHR,12355461528,15250,Phyical Collections,MCB,8/1/2024
LHR,12355461529,41494,Phyical Collections,MBL,8/1/2024
LHR,12355461530,23500,Phyical Collections,MBL,8/1/2024
LYH,12355461531,34690,Phyical Collections,UBL,8/1/2024
LKN,12355461532,59000,Phyical Collections,BAL,8/1/2024
MBD,12355461533,78338,Phyical Collections,UBL,8/1/2024
MLS,12355461534,23510,Phyical Collections,BAL,8/1/2024
MLS,12355461535,47220,Phyical Collections,BAL,8/1/2024
MCN,12355461536,11732.6,Phyical Collections,BAL,8/1/2024
NWS,12355461537,69930,Phyical Collections,HMB,8/1/2024
SKT,12355461538,80,Phyical Collections,BAH,8/1/2024
SKT,12355461539,26360,Phyical Collections,BAH,8/1/2024
SHW,12355461540,11719,Phyical Collections,HMB,8/1/2024
SHW,12355461541,7000,Phyical Collections,ABL,8/1/2024
SHW,12355461542,47076,Phyical Collections,ABL,8/1/2024
SHW,12355461543,47076,Phyical Collections,MBL,8/1/2024
SHW,12355461544,47100,Phyical Collections,BAL,8/1/2024
SHW,12355461545,38000,Phyical Collections,ABL,8/1/2024
SHW,12355461546,2000,Phyical Collections,HMB,8/1/2024
SHW,12355461547,7076,Phyical Collections,ABL,8/1/2024
SHJ,12355461548,24710,Phyical Collections,UBL,8/1/2024
VHR,12355461549,11760,Phyical Collections,BAH,8/1/2024
RJN,12355461550,24500,Phyical Collections,BOP,8/1/2024
PSW,12355461551,61500,Phyical Collections,ABL,8/1/2024
SDP,12355461552,20000,Phyical Collections,MCB,8/1/2024
SDP,12355461553,5900,Phyical Collections,BAL,8/1/2024
SDP,12355461554,17000,Phyical Collections,HMB,8/1/2024
SDP,12355461555,6800,Phyical Collections,MCB,8/1/2024
QTA,12355461556,450000,Phyical Collections,ACB,8/1/2024
QTA,12355461557,17000,Phyical Collections,BAH,8/1/2024
QTA,12355461558,28000,Phyical Collections,MCB,8/1/2024
ABT,12355461559,9115,Phyical Collections,ABL,8/1/2024
FSL,12355461560,650,Phyical Collections,BAH,8/1/2024
JHG,12355461561,22788,Phyical Collections,MBL,8/1/2024
LDR,12355461562,5350,Phyical Collections,MCB,8/1/2024
LDR,12355461563,8670,Phyical Collections,MBL,8/1/2024
HRN,12355461564,5849,Phyical Collections,MBL,8/1/2024
KAS,12355461565,25000,Phyical Collections,BOP,8/1/2024
OKR,12355461566,26700,Phyical Collections,HBL,8/1/2024
OKR,12355461567,17400,Phyical Collections,HBL,8/1/2024
OKR,12355461568,12000,Phyical Collections,BAL,8/1/2024
OKR,12355461569,6000,Phyical Collections,UBL,8/1/2024
OKR,12355461570,29322,Phyical Collections,HMB,8/1/2024
PKP,12355461571,39080,Phyical Collections,ABL,8/1/2024
PKP,12355461572,35460,Phyical Collections,BOP,8/1/2024
MUL,12355461573,23494,Phyical Collections,ASK,8/1/2024
MUL,12355461574,34296,Phyical Collections,UBL,8/1/2024
MUL,12355461575,5500,Phyical Collections,HBL,8/1/2024
RYK,12355461576,8712,Phyical Collections,UBL,8/1/2024
RYK,12355461577,1370,Phyical Collections,MBL,8/1/2024
QTA,12355461578,27500,Phyical Collections,MCB,8/1/2024
KAS,12355461579,11800,Phyical Collections,ABL,8/1/2024
KAS,12355461580,50,Phyical Collections,ABL,8/1/2024
SKT,12355461581,118350,Phyical Collections,NBP,8/2/2024
SHJ,12355461582,25700,Phyical Collections,BOP,8/1/2024
VHR,12355461583,35271,Phyical Collections,BAH,8/1/2024
MNG,12355461584,4525,Phyical Collections,HBL,8/1/2024
SGR,12355461585,6710,Phyical Collections,HBL,8/1/2024
SGR,12355461586,17142.72,Phyical Collections,ABL,8/1/2024
SDP,12355461587,2300,Phyical Collections,MCB,8/1/2024
SDP,12355461588,28150,Phyical Collections,MBL,8/1/2024
SDP,12355461589,3700,Phyical Collections,BAH,8/1/2024
SDQ,12355461590,9000,Phyical Collections,ACB,8/1/2024
DIK,12355461591,900,Phyical Collections,MCB,8/1/2024
QTA,12355461592,60000,Phyical Collections,MBL,8/1/2024
QTA,12355461593,52000,Phyical Collections,MBL,8/1/2024
DIK,12355461594,35000,Phyical Collections,HBL,8/1/2024
SHW,12355461595,11720,Phyical Collections,MBL,8/1/2024
KAS,12355461596,8300,Phyical Collections,UBL,8/1/2024
KAS,12355461597,771,Phyical Collections,ASK,8/1/2024
GUJ,12355461598,35400,Phyical Collections,MBL,8/1/2024
GUJ,12355461599,47000,Phyical Collections,UBL,8/1/2024
LDR,12355461600,5500,Phyical Collections,HBL,8/1/2024
LDR,12355461601,10000,Phyical Collections,MBL,8/1/2024
LDR,12355461602,3500,Phyical Collections,BAL,8/1/2024
MUL,12355461603,156100,Phyical Collections,ACB,8/1/2024
LDR,12355461604,8570,Phyical Collections,UBL,8/1/2024
BWN,12355461605,42850,Phyical Collections,BAL,8/2/2024
JHG,12355461606,18880,Phyical Collections,BOP,8/1/2024
JHG,12355461607,200,Phyical Collections,BAL,8/1/2024
DIK,12355461608,4530,Phyical Collections,HBL,8/1/2024
LDR,12355461609,10318,Phyical Collections,MBL,8/1/2024
LDR,12355461610,15900,Phyical Collections,MCB,8/1/2024
MBD,12355461611,4650,Phyical Collections,MBL,8/1/2024
MUL,12355461612,17300,Phyical Collections,UBL,8/1/2024
DIK,12355461613,35000,Phyical Collections,HBL,8/1/2024
SHW,12355461614,47072,Phyical Collections,MCB,8/1/2024
LHR,12355461615,21750,Phyical Collections,ABL,8/1/2024
MIW,12355461616,2205,Phyical Collections,MCB,8/1/2024
VHR,12355461617,22284,Phyical Collections,ABL,8/1/2024
SRG,12355461618,40000,Phyical Collections,HBL,8/1/2024
SRG,12355461619,40000,Phyical Collections,MCB,8/1/2024
SRG,12355461620,37740,Phyical Collections,UBL,8/1/2024
SRG,12355461621,7065.6,Phyical Collections,HBL,8/1/2024
LYH,12355461622,11700,Phyical Collections,ASK,8/1/2024
SHW,12355461623,36750,Phyical Collections,HBL,8/1/2024
SDQ,12355461624,100,Phyical Collections,BAL,8/1/2024
SDQ,12355461625,12000,Phyical Collections,BAL,8/1/2024
SDQ,12355461626,18700,Phyical Collections,BAL,8/1/2024
CHW,12355461627,5884.5,Phyical Collections,HBL,8/1/2024
DGR,12355461628,1090,Phyical Collections,MCB,8/1/2024
KAS,12355461629,11750,Phyical Collections,BOP,8/1/2024
SRG,12355461630,24290,Phyical Collections,HBL,8/1/2024
SRG,12355461631,34100,Phyical Collections,UBL,8/1/2024
JHG,12355461632,26010,Phyical Collections,HBL,8/1/2024
SHW,12355461633,47076,Phyical Collections,HBL,8/1/2024
OKR,12355461634,18144,Phyical Collections,HBL,8/1/2024
SDQ,12355461635,12500,Phyical Collections,BAL,8/1/2024
SHJ,12355461636,42860,Phyical Collections,UBL,8/1/2024
VHR,12355461637,6450,Phyical Collections,MCB,8/1/2024
CHT,12355461638,11780,Phyical Collections,MCB,8/1/2024
OKR,12355461639,9700,Phyical Collections,UBL,8/1/2024
CHW,12355461640,100000,Phyical Collections,ABL,8/1/2024
LHR,12355461641,26000,Phyical Collections,BAH,8/1/2024
LHR,12355461642,1300,Phyical Collections,MCB,8/1/2024
KAS,12355461643,8400,Phyical Collections,ABL,8/1/2024
KAS,12355461644,23964,Phyical Collections,ASK,8/1/2024
MCN,12355461645,23425,Phyical Collections,BOP,8/1/2024
OKR,12355461646,26000,Phyical Collections,UBL,8/1/2024
OKR,12355461647,8825,Phyical Collections,UBL,8/1/2024
RJN,12355461648,12860,Phyical Collections,BOP,8/1/2024
DIK,12355461649,700,Phyical Collections,BOP,8/1/2024
MUL,12355461650,154300,Phyical Collections,ACB,8/1/2024
TTS,12355461651,4286,Phyical Collections,MCB,8/1/2024
JRW,12355461652,11700,Phyical Collections,HBL,8/1/2024
CHT,12355461653,25000,Phyical Collections,MCB,8/1/2024
HAF,12355461654,35400,Phyical Collections,ABL,8/1/2024
JHG,12355461655,13000,Phyical Collections,BOP,8/1/2024
DAY,12355461656,2350,Phyical Collections,UBL,8/1/2024
TTS,12355461657,19450,Phyical Collections,HBL,8/1/2024
TTS,12355461658,14990,Phyical Collections,HBL,8/1/2024
KAS,12355461659,3100,Phyical Collections,BOP,8/1/2024
LDR,12355461660,17648,Phyical Collections,HBL,8/1/2024
SHW,12355461661,23540,Phyical Collections,ABL,8/1/2024
LDR,12355461662,85700,Phyical Collections,ASK,8/1/2024
HAF,12355461663,23160,Phyical Collections,MBL,8/1/2024
DRK,12355461664,12000,Phyical Collections,MCB,8/1/2024
SKR,12355461665,7500,Phyical Collections,MCB,8/1/2024
BHK,12355461666,117600,Phyical Collections,ASK,8/2/2024
BHK,12355461667,85720,Phyical Collections,ASK,8/2/2024
MLS,12355461668,13671,Phyical Collections,UBL,8/1/2024
KAS,12355461669,3052,Phyical Collections,UBL,8/1/2024
SHJ,12355461670,30200,Phyical Collections,MCB,8/1/2024
SHJ,12355461671,16000,Phyical Collections,BOP,8/1/2024
HAF,12355461672,9930,Phyical Collections,HMB,8/2/2024
KAS,12355461673,19500,Phyical Collections,ASK,8/1/2024
FSL,12355461674,13610,Phyical Collections,ABL,8/2/2024
PKP,12355461675,15000,Phyical Collections,ABL,8/2/2024
KAS,12355461676,13000,Phyical Collections,ABL,8/1/2024
KAS,12355461677,200,Phyical Collections,ABL,8/1/2024
RJN,12355461678,27700,Phyical Collections,BAH,8/1/2024
OKR,12355461679,28000,Phyical Collections,ABL,8/1/2024
KAD,12355461680,11698,Phyical Collections,BOP,8/1/2024
SRG,12355461681,12540,Phyical Collections,HBL,8/1/2024
KWL,12355461682,13611,Phyical Collections,BOP,8/1/2024
KAS,12355461683,18000,Phyical Collections,ABL,8/1/2024
SHW,12355461684,68580,Phyical Collections,MCB,8/1/2024
HSP,12355461685,22870,Phyical Collections,MBL,8/1/2024
DRK,12355461686,15000,Phyical Collections,BAH,8/1/2024
DRK,12355461687,13400,Phyical Collections,MCB,8/1/2024
FSL,12355461688,12860,Phyical Collections,HBL,8/1/2024
SRG,12355461689,12000,Phyical Collections,ABL,8/1/2024
QTA,12355461690,140724,Phyical Collections,HBL,8/1/2024
RYK,12355461691,700,Phyical Collections,ABL,8/1/2024
RYK,12355461692,550,Phyical Collections,MBL,8/1/2024
RYK,12355461693,15300,Phyical Collections,MBL,8/1/2024
RYK,12355461694,18000,Phyical Collections,MBL,8/1/2024
KWL,12355461695,500,Phyical Collections,BOP,8/1/2024
KWL,12355461696,8000,Phyical Collections,MCB,8/1/2024
OKR,12355461697,14660,Phyical Collections,ABL,8/1/2024
KAS,12355461698,4200,Phyical Collections,BAH,8/1/2024
SHW,12355461699,6570,Phyical Collections,MBL,8/1/2024
RYK,12355461700,10900,Phyical Collections,BOP,8/1/2024
RYK,12355461701,13000,Phyical Collections,UBL,8/1/2024
RYK,12355461702,8730,Phyical Collections,MBL,8/1/2024
LHR,12355461703,45200,Phyical Collections,BOP,8/1/2024
DRK,12355461704,35100,Phyical Collections,MCB,8/1/2024
KWL,12355461705,18140,Phyical Collections,UBL,8/1/2024
KHP,12355461706,40000,Phyical Collections,UBL,8/1/2024
BDN,12355461707,11625,Phyical Collections,MCB,8/1/2024
DGR,12355461708,11212,Phyical Collections,NBP,8/2/2024
KWL,12355461709,17324,Phyical Collections,BOP,8/1/2024
CHW,12355461710,16000,Phyical Collections,UBL,8/1/2024
CHT,12355461711,42870,Phyical Collections,MCB,8/1/2024
CHT,12355461712,60018,Phyical Collections,MCB,8/1/2024
MRD,12355461713,100000,Phyical Collections,HBL,8/1/2024
VHR,12355461714,2476,Phyical Collections,BAL,8/3/2024
LKN,12355461715,16000,Phyical Collections,HMB,8/6/2024
CHT,12355461716,74.81,Phyical Collections,HBL,8/8/2024
LHR,12355461717,160341.94,Phyical Collections,UBL,8/20/2024
LHR,12355461718,39627.37,Phyical Collections,UBL,8/20/2024
BWN,12355461719,19153.26,Phyical Collections,BAL,8/20/2024
BWN,12355461720,230762.18,Phyical Collections,BAL,8/20/2024
FSL,12355461721,59998.09,Phyical Collections,ACB,8/20/2024
KWL,12355461722,149995.42,Phyical Collections,HBL,8/19/2024
KWL,12355461723,299990.83,Phyical Collections,HBL,8/19/2024
KWL,12355461724,11422.74,Phyical Collections,HBL,8/19/2024
PKP,12355461725,49891.91,Phyical Collections,BAL,8/19/2024
CHW,12355461726,13165.92,Phyical Collections,ACB,8/19/2024
CHW,12355461727,11549.06,Phyical Collections,ACB,8/19/2024
CHW,12355461728,5774.53,Phyical Collections,ACB,8/19/2024
CHW,12355461729,11549.06,Phyical Collections,ACB,8/19/2024
CHW,12355461730,34647.16,Phyical Collections,ACB,8/19/2024
CHW,12355461731,23098.11,Phyical Collections,ACB,8/19/2024
HRN,12355461732,71466.39,Phyical Collections,BAH,8/15/2024
HRN,12355461733,45908.4,Phyical Collections,BAH,8/15/2024
PKP,12355461734,49891.91,Phyical Collections,BAL,8/15/2024
BWN,12355461735,19153.26,Phyical Collections,BAL,8/13/2024
BWN,12355461736,230762.18,Phyical Collections,BAL,8/13/2024
CHW,12355461737,93999.52,Phyical Collections,ACB,8/13/2024
CHW,12355461738,7391.4,Phyical Collections,ACB,8/13/2024
CHW,12355461739,92392.41,Phyical Collections,ACB,8/13/2024
CHW,12355461740,13512.4,Phyical Collections,ACB,8/13/2024
CHW,12355461741,75895.49,Phyical Collections,ACB,8/13/2024
TTS,12355461742,47789.34,Phyical Collections,HBL,8/19/2024
TTS,12355461743,36544.79,Phyical Collections,UBL,8/19/2024
TTS,12355461744,3373.37,Phyical Collections,UBL,8/19/2024
TTS,12355461745,19677.96,Phyical Collections,HBL,8/19/2024
MRD,12355461746,40000,Phyical Collections,BAL,8/15/2024
MRD,12355461747,40000,Phyical Collections,BAL,8/15/2024
MRD,12355461748,40000,Phyical Collections,BAL,8/15/2024
MRD,12355461749,15718.74,Phyical Collections,BAL,8/15/2024
MRD,12355461750,12210.22,Phyical Collections,BAL,8/15/2024
CHW,12355461751,184784.82,Phyical Collections,ACB,8/8/2024
CHT,12355461752,35000,Phyical Collections,UBL,8/7/2024
CHT,12355461753,40000,Phyical Collections,BAL,8/7/2024
CHT,12355461754,20955.22,Phyical Collections,BAH,8/7/2024
LHR,12355461755,85762.6,Phyical Collections,UBL,8/6/2024
LHR,12355461756,199884.04,Phyical Collections,UBL,8/6/2024
LHR,12355461757,114121.43,Phyical Collections,UBL,8/6/2024
PKP,12355461758,137084.88,Phyical Collections,ACB,8/5/2024
TTS,12355461759,24450,Phyical Collections,HBL,8/7/2024
TTS,12355461760,19400,Phyical Collections,ABL,8/7/2024
TTS,12355461761,1128.21,Phyical Collections,UBL,8/7/2024
TTS,12355461762,35850,Phyical Collections,HBL,8/7/2024
TTS,12355461763,3505.92,Phyical Collections,UBL,8/7/2024
PKP,12355461764,277095.97,Phyical Collections,JS,8/5/2024
CHT,12355461765,13020.23,Phyical Collections,ABL,8/5/2024
CHT,12355461766,21000,Phyical Collections,BAH,8/5/2024
CHT,12355461767,40000,Phyical Collections,MBL,8/5/2024
CHT,12355461768,21935,Phyical Collections,UBL,8/5/2024
FSL,12355461769,867.4,Phyical Collections,BOP,8/20/2024
SDQ,12355461770,4959,Phyical Collections,ACB,8/15/2024
DDU,12355461771,37490,Phyical Collections,SBL,8/19/2024
SHP,12355461772,8610,Phyical Collections,BOP,8/15/2024
SKT,12355461773,17142.06,Phyical Collections,NBP,8/20/2024
KNP,12355461774,17220,Phyical Collections,MBL,8/15/2024
MBD,12355461775,29316.25,Phyical Collections,BAL,8/19/2024
KHI,12355461776,39900,Phyical Collections,MCB,8/15/2024
BHK,12355461777,8608,Phyical Collections,UBL,8/12/2024
KNP,12355461778,14800,Phyical Collections,MBL,8/12/2024
KNP,12355461779,15000,Phyical Collections,BAH,8/12/2024
KNP,12355461780,12000,Phyical Collections,MBL,8/12/2024
KNP,12355461781,8000,Phyical Collections,BAL,8/12/2024
KNP,12355461782,300,Phyical Collections,BAL,8/12/2024
KNP,12355461783,15000,Phyical Collections,UBL,8/15/2024
JRW,12355461784,236600,Phyical Collections,BAH,8/8/2024
DIK,12355461785,4560,Phyical Collections,ASK,8/12/2024
NWS,12355461786,85720,Phyical Collections,FBL,8/12/2024
SRG,12355461787,51647.5,Phyical Collections,BOP,8/6/2024
SDP,12355461788,19000,Phyical Collections,BAH,8/5/2024
FSL,12355461789,22000,Phyical Collections,NBP,8/1/2024
JRW,12355461790,27270,Phyical Collections,MCB,8/1/2024
JRW,12355461791,15000,Phyical Collections,BAH,8/5/2024
JRW,12355461792,11783,Phyical Collections,UBL,8/12/2024
VHR,12355461793,7000,Phyical Collections,SBL,8/1/2024
PKP,12355461794,119279.05,Digital Marketing ,HBL,8/6/2024
TTS,12355461795,98389.81,Digital Marketing ,HBL,8/6/2024
CHT,12355461796,23000,Digital Marketing ,HBL,8/20/2024
LHR,12355461797,23550,Digital Marketing ,HBL,8/20/2024
LYH,12355461798,70000,Digital Marketing ,HBL,8/20/2024
LYH,12355461799,25700,Digital Marketing ,HBL,8/20/2024
MUL,12355461800,8673,Digital Marketing ,HBL,8/20/2024
MNG,12355461801,25650,Digital Marketing ,HBL,8/20/2024
MPK,12355461802,9000,Digital Marketing ,HBL,8/20/2024
NSF,12355461803,13000,Digital Marketing ,HBL,8/20/2024
SKT,12355461804,26000,Digital Marketing ,HBL,8/20/2024
VHR,12355461805,13010,Digital Marketing ,HBL,8/20/2024
SGR,12355461806,21400,Digital Marketing ,HBL,8/20/2024
OKR,12355461807,4360,Digital Marketing ,HBL,8/20/2024
PKP,12355461808,113000,Digital Marketing ,HBL,8/20/2024
PKP,12355461809,44000,Digital Marketing ,MCB,8/20/2024
PKP,12355461810,15000,Digital Marketing ,MCB,8/20/2024
OKR,12355461811,11770,Digital Marketing ,HBL,8/20/2024
SHW,12355461812,4440,Digital Marketing ,HBL,8/20/2024
SDQ,12355461813,7670,Digital Marketing ,HBL,8/20/2024
DGK,12355461814,6940,Digital Marketing ,HBL,8/20/2024
MRD,12355461815,34000,Digital Marketing ,HBL,8/20/2024
MRD,12355461816,8700,Digital Marketing ,HBL,8/20/2024
MRD,12355461817,50580,Digital Marketing ,HBL,8/20/2024
MRD,12355461818,7000,Digital Marketing ,HBL,8/20/2024
MZG,12355461819,8500,Digital Marketing ,HBL,8/20/2024
LDR,12355461820,6420,Digital Marketing ,HBL,8/20/2024
KAD,12355461821,42860,Digital Marketing ,HBL,8/20/2024
OKR,12355461822,4826,Digital Marketing ,HBL,8/20/2024
BWP,12355461823,4340,Digital Marketing ,HBL,8/20/2024
OKR,12355461824,4300,Digital Marketing ,HBL,8/20/2024
HAF,12355461825,15340,Digital Marketing ,HBL,8/20/2024
HSP,12355461826,11150,Digital Marketing ,HBL,8/20/2024
BWP,12355461827,43000,Digital Marketing ,HBL,8/20/2024
LHR,12355461828,1000,Digital Marketing ,HBL,8/20/2024
BWP,12355461829,5900,Digital Marketing ,HBL,8/20/2024
SHJ,12355461830,70000,Digital Marketing ,HBL,8/20/2024
SHJ,12355461831,12860,Digital Marketing ,HBL,8/20/2024
DAY,12355461832,5300,Digital Marketing ,HBL,8/20/2024
CHT,12355461833,4280,Digital Marketing ,HBL,8/20/2024
MZG,12355461834,8700,Digital Marketing ,HBL,8/20/2024
RJN,12355461835,21680,Digital Marketing ,HBL,8/20/2024
APE,12355461836,8560,Digital Marketing ,HBL,8/20/2024
FSL,12355461837,17140,Digital Marketing ,HBL,8/20/2024
SGR,12355461838,115000,Digital Marketing ,HBL,8/20/2024
MPK,12355461839,5900,Digital Marketing ,HBL,8/20/2024
SHW,12355461840,17150,Digital Marketing ,HBL,8/20/2024
DGK,12355461841,68000,Digital Marketing ,HBL,8/20/2024
DGK,12355461842,60000,Digital Marketing ,HBL,8/20/2024
OKR,12355461843,23550,Digital Marketing ,HBL,8/20/2024
DGK,12355461844,26016,Digital Marketing ,HBL,8/20/2024
LYH,12355461845,13608,Digital Marketing ,HBL,8/20/2024
LYH,12355461846,12858,Digital Marketing ,HBL,8/20/2024
KAD,12355461847,13008,Digital Marketing ,HBL,8/20/2024
RJN,12355461848,21680,Digital Marketing ,HBL,8/20/2024
HY1,12355461849,35290,Digital Marketing ,HBL,8/20/2024
LHR,12355461850,4300,Digital Marketing ,HBL,8/20/2024
MRD,12355461851,85710,Digital Marketing ,HBL,8/20/2024
DGK,12355461852,3080,Digital Marketing ,HBL,8/20/2024
OKR,12355461853,68600,Digital Marketing ,HBL,8/20/2024
HY2,12355461854,3500,Digital Marketing ,HBL,8/20/2024
BWN,12355461855,35200,Digital Marketing ,HBL,8/20/2024
BWN,12355461856,14450,Digital Marketing ,HBL,8/20/2024
SRG,12355461857,22000,Digital Marketing ,HBL,8/20/2024
BWN,12355461858,23516,Digital Marketing ,HBL,8/20/2024
OKR,12355461859,34500,Digital Marketing ,HBL,8/20/2024
APE,12355461860,9000,Digital Marketing ,HBL,8/20/2024
OKR,12355461861,4000,Digital Marketing ,HBL,8/20/2024
DGK,12355461862,6020,Digital Marketing ,HBL,8/20/2024
SHW,12355461863,12850,Digital Marketing ,HBL,8/20/2024
SHJ,12355461864,750,Digital Marketing ,HBL,8/20/2024
SHJ,12355461865,3300,Digital Marketing ,HBL,8/20/2024
LHR,12355461866,12860,Digital Marketing ,HBL,8/20/2024
LHR,12355461867,20379.2,Digital Marketing ,HBL,8/20/2024
MUL,12355461868,4000,Digital Marketing ,HBL,8/20/2024
SKT,12355461869,20304,Digital Marketing ,HBL,8/19/2024
OKR,12355461870,25710,Digital Marketing ,HBL,8/19/2024
SKT,12355461871,1,Digital Marketing ,HBL,8/19/2024
TTS,12355461872,7300,Digital Marketing ,HBL,8/19/2024
OKR,12355461873,30100,Digital Marketing ,HBL,8/19/2024
TTS,12355461874,7290,Digital Marketing ,HBL,8/19/2024
HY1,12355461875,2500,Digital Marketing ,HBL,8/19/2024
SKT,12355461876,12850,Digital Marketing ,HBL,8/19/2024
OKR,12355461877,6070,Digital Marketing ,HBL,8/19/2024
KWL,12355461878,8580,Digital Marketing ,HBL,8/19/2024
MUL,12355461879,5000,Digital Marketing ,MCB,8/19/2024
MBD,12355461880,12730,Digital Marketing ,HBL,8/19/2024
SKT,12355461881,16400,Digital Marketing ,HBL,8/19/2024
SKT,12355461882,64000,Digital Marketing ,HBL,8/19/2024
SKT,12355461883,12860,Digital Marketing ,HBL,8/19/2024
PKP,12355461884,34300,Digital Marketing ,HBL,8/19/2024
SKT,12355461885,25720,Digital Marketing ,HBL,8/19/2024
SHW,12355461886,10000,Digital Marketing ,MCB,8/19/2024
OKR,12355461887,4336,Digital Marketing ,HBL,8/19/2024
CHW,12355461888,8000,Digital Marketing ,HBL,8/19/2024
CHW,12355461889,3600,Digital Marketing ,HBL,8/19/2024
CHW,12355461890,180,Digital Marketing ,HBL,8/19/2024
CHW,12355461891,9800,Digital Marketing ,HBL,8/19/2024
APE,12355461892,8650,Digital Marketing ,HBL,8/19/2024
APE,12355461893,33273,Digital Marketing ,HBL,8/19/2024
SKT,12355461894,2143,Digital Marketing ,HBL,8/19/2024
SKT,12355461895,4286,Digital Marketing ,HBL,8/19/2024
SKT,12355461896,10715,Digital Marketing ,HBL,8/19/2024
LYH,12355461897,42850,Digital Marketing ,HBL,8/19/2024
KAS,12355461898,4500,Digital Marketing ,HBL,8/19/2024
PKP,12355461899,26300,Digital Marketing ,HBL,8/19/2024
JRW,12355461900,1300,Digital Marketing ,HBL,8/19/2024
JRW,12355461901,250,Digital Marketing ,HBL,8/19/2024
LHR,12355461902,860,Digital Marketing ,HBL,8/19/2024
SDP,12355461903,100,Digital Marketing ,HBL,8/19/2024
SDP,12355461904,900,Digital Marketing ,HBL,8/19/2024
CHW,12355461905,17144,Digital Marketing ,HBL,8/17/2024
DGK,12355461906,6937.6,Digital Marketing ,HBL,8/17/2024
DGK,12355461907,4340,Digital Marketing ,HBL,8/17/2024
JHG,12355461908,5000,Digital Marketing ,HBL,8/17/2024
KAS,12355461909,24000,Digital Marketing ,MCB,8/19/2024
MUL,12355461910,20000,Digital Marketing ,MCB,8/19/2024
NSF,12355461911,16500,Digital Marketing ,HBL,8/17/2024
NWS,12355461912,43360,Digital Marketing ,MCB,8/19/2024
NWS,12355461913,42860,Digital Marketing ,MCB,8/19/2024
RJN,12355461914,700,Digital Marketing ,HBL,8/17/2024
RJN,12355461915,21000,Digital Marketing ,HBL,8/17/2024
RJN,12355461916,70000,Digital Marketing ,HBL,8/17/2024
RJN,12355461917,36460,Digital Marketing ,HBL,8/17/2024
SGR,12355461918,13230,Digital Marketing ,HBL,8/17/2024
LDR,12355461919,27436.7,Digital Marketing ,HBL,8/17/2024
SDQ,12355461920,4336,Digital Marketing ,HBL,8/17/2024
CHT,12355461921,17080,Digital Marketing ,HBL,8/17/2024
SKT,12355461922,7100,Digital Marketing ,HBL,8/17/2024
GUJ,12355461923,31120,Digital Marketing ,HBL,8/17/2024
SHW,12355461924,13960,Digital Marketing ,HBL,8/17/2024
TTS,12355461925,13710,Digital Marketing ,HBL,8/17/2024
TTS,12355461926,4335,Digital Marketing ,HBL,8/17/2024
BWP,12355461927,94000,Digital Marketing ,HBL,8/17/2024
CHT,12355461928,21220,Digital Marketing ,HBL,8/17/2024
OKR,12355461929,4286,Digital Marketing ,HBL,8/17/2024
MLS,12355461930,40000,Digital Marketing ,HBL,8/17/2024
LYH,12355461931,13000,Digital Marketing ,HBL,8/17/2024
RJN,12355461932,24134,Digital Marketing ,HBL,8/17/2024
KAS,12355461933,4350,Digital Marketing ,HBL,8/17/2024
TTS,12355461934,25400,Digital Marketing ,HBL,8/17/2024
BWP,12355461935,1720,Digital Marketing ,HBL,8/17/2024
MPK,12355461936,15429.6,Digital Marketing ,HBL,8/17/2024
MRD,12355461937,34280,Digital Marketing ,HBL,8/17/2024
